Device,MAC,Timestamp,Time(03:00),Elapsed(s),X(number),Y(number),Z (number)
ameE1:55:61:CB:91:61,E15561CB9161,1714119403228,null,null,0.64563185000,0.27008098000,0.71427600000,-0.00505623400
ameE1:55:61:CB:91:61,E15561CB9161,1714119403268,null,null,0.64564973000,0.27020288000,0.71421260000,-0.00521772770
ameE1:55:61:CB:91:61,E15561CB9161,1714119403269,null,null,0.64565900000,0.27030277000,0.71416545000,-0.00534803000
ameE1:55:61:CB:91:61,E15561CB9161,1714119403270,null,null,0.64565855000,0.27024050000,0.71418900000,-0.00540433100
ameE1:55:61:CB:91:61,E15561CB9161,1714119403271,null,null,0.64562310000,0.27011582000,0.71426874000,-0.00533564900
ameE1:55:61:CB:91:61,E15561CB9161,1714119403313,null,null,0.64558756000,0.26997680000,0.71435480000,-0.00514551070
ameE1:55:61:CB:91:61,E15561CB9161,1714119403315,null,null,0.64557225000,0.26987872000,0.71440727000,-0.00493238070
ameE1:55:61:CB:91:61,E15561CB9161,1714119403316,null,null,0.64558930000,0.26989147000,0.71438766000,-0.00484062730
ameE1:55:61:CB:91:61,E15561CB9161,1714119403317,null,null,0.64562610000,0.27003607000,0.71429914000,-0.00492647570
ameE1:55:61:CB:91:61,E15561CB9161,1714119403318,null,null,0.64566076000,0.27021750000,0.71419746000,-0.00517004800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403359,null,null,0.64568377000,0.27037746000,0.71411455000,-0.00538183300
ameE1:55:61:CB:91:61,E15561CB9161,1714119403360,null,null,0.64566606000,0.27036265000,0.71413540000,-0.00547821030
ameE1:55:61:CB:91:61,E15561CB9161,1714119403362,null,null,0.64562880000,0.27021956000,0.71422374000,-0.00540995270
ameE1:55:61:CB:91:61,E15561CB9161,1714119403363,null,null,0.64557356000,0.27004933000,0.71433985000,-0.00517259070
ameE1:55:61:CB:91:61,E15561CB9161,1714119403538,null,null,0.64576530000,0.27009803000,0.71414600000,-0.00545082330
ameE1:55:61:CB:91:61,E15561CB9161,1714119403539,null,null,0.64574010000,0.26998475000,0.71421283000,-0.00529737350
ameE1:55:61:CB:91:61,E15561CB9161,1714119403540,null,null,0.64570490000,0.26985002000,0.71429694000,-0.00511291060
ameE1:55:61:CB:91:61,E15561CB9161,1714119403541,null,null,0.64567590000,0.26977485000,0.71435230000,-0.00500637400
ameE1:55:61:CB:91:61,E15561CB9161,1714119403583,null,null,0.64567590000,0.26977485000,0.71435230000,-0.00500637400
ameE1:55:61:CB:91:61,E15561CB9161,1714119403584,null,null,0.64568174000,0.26987520000,0.71430814000,-0.00513589400
ameE1:55:61:CB:91:61,E15561CB9161,1714119403586,null,null,0.64569150000,0.27000093000,0.71425060000,-0.00529911800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403587,null,null,0.64565986000,0.27007660000,0.71425000000,-0.00538283450
ameE1:55:61:CB:91:61,E15561CB9161,1714119403588,null,null,0.64565986000,0.27007660000,0.71425000000,-0.00538283450
ameE1:55:61:CB:91:61,E15561CB9161,1714119403628,null,null,0.64564480000,0.26999497000,0.71429527000,-0.00527349950
ameE1:55:61:CB:91:61,E15561CB9161,1714119403629,null,null,0.64562464000,0.26989698000,0.71435150000,-0.00514142350
ameE1:55:61:CB:91:61,E15561CB9161,1714119403630,null,null,0.64560974000,0.26984290000,0.71438587000,-0.00506707800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403673,null,null,0.64560974000,0.26984290000,0.71438587000,-0.00506707800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403674,null,null,0.64561910000,0.26991140000,0.71435094000,-0.00515757800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403675,null,null,0.64563394000,0.26999360000,0.71430564000,-0.00526758900
ameE1:55:61:CB:91:61,E15561CB9161,1714119403676,null,null,0.64560840000,0.27005467000,0.71430516000,-0.00533514140
ameE1:55:61:CB:91:61,E15561CB9161,1714119403677,null,null,0.64560840000,0.27005467000,0.71430516000,-0.00533514140
ameE1:55:61:CB:91:61,E15561CB9161,1714119403678,null,null,0.64562476000,0.27001560000,0.71430546000,-0.00529192160
ameE1:55:61:CB:91:61,E15561CB9161,1714119403718,null,null,0.64560240000,0.26994336000,0.71435374000,-0.00519161350
ameE1:55:61:CB:91:61,E15561CB9161,1714119403720,null,null,0.64562510000,0.26988900000,0.71435416000,-0.00513147000
ameE1:55:61:CB:91:61,E15561CB9161,1714119403721,null,null,0.64562510000,0.26988900000,0.71435416000,-0.00513147000
ameE1:55:61:CB:91:61,E15561CB9161,1714119403722,null,null,0.64562510000,0.26988900000,0.71435416000,-0.00513147000
ameE1:55:61:CB:91:61,E15561CB9161,1714119403763,null,null,0.64564234000,0.26995105000,0.71431460000,-0.00521681100
ameE1:55:61:CB:91:61,E15561CB9161,1714119403776,null,null,0.64565370000,0.27001450000,0.71427960000,-0.00530171800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403780,null,null,0.64565370000,0.27001450000,0.71427960000,-0.00530171800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403790,null,null,0.64565370000,0.27001450000,0.71427960000,-0.00530171800
ameE1:55:61:CB:91:61,E15561CB9161,1714119403795,null,null,0.64567834000,0.26995560000,0.71428007000,-0.00523658300
ameE1:55:61:CB:91:61,E15561CB9161,1714119403943,null,null,0.64574810000,0.27002170000,0.71419150000,-0.00530720100
ameE1:55:61:CB:91:61,E15561CB9161,1714119403943,null,null,0.64570254000,0.26981795000,0.71431020000,-0.00523181030
ameE1:55:61:CB:91:61,E15561CB9161,1714119403944,null,null,0.64566994000,0.26961988000,0.71441530000,-0.00512946020
ameE1:55:61:CB:91:61,E15561CB9161,1714119403944,null,null,0.64565400000,0.26953644000,0.71446200000,-0.00501752000
ameE1:55:61:CB:91:61,E15561CB9161,1714119403988,null,null,0.64565450000,0.26960790000,0.71443504000,-0.00495293400
ameE1:55:61:CB:91:61,E15561CB9161,1714119403990,null,null,0.64569400000,0.26984370000,0.71430993000,-0.00500444100
ameE1:55:61:CB:91:61,E15561CB9161,1714119403991,null,null,0.64574250000,0.27012630000,0.71415830000,-0.00513538200
ameE1:55:61:CB:91:61,E15561CB9161,1714119403992,null,null,0.64577544000,0.27032027000,0.71405400000,-0.00529697630
ameE1:55:61:CB:91:61,E15561CB9161,1714119403993,null,null,0.64574960000,0.27033406000,0.71407130000,-0.00540665300
ameE1:55:61:CB:91:61,E15561CB9161,1714119404034,null,null,0.64569720000,0.27013808000,0.71419287000,-0.00540557970
ameE1:55:61:CB:91:61,E15561CB9161,1714119404035,null,null,0.64562910000,0.26981586000,0.71437700000,-0.00526907670
ameE1:55:61:CB:91:61,E15561CB9161,1714119404037,null,null,0.64557300000,0.26951550000,0.71454275000,-0.00504337400
ameE1:55:61:CB:91:61,E15561CB9161,1714119404038,null,null,0.64555850000,0.26937416000,0.71461060000,-0.00485853000
ameE1:55:61:CB:91:61,E15561CB9161,1714119404078,null,null,0.64560530000,0.26948670000,0.71452636000,-0.00477394930
ameE1:55:61:CB:91:61,E15561CB9161,1714119404079,null,null,0.64568913000,0.26981530000,0.71432585000,-0.00489499230
ameE1:55:61:CB:91:61,E15561CB9161,1714119404080,null,null,0.64577717000,0.27018395000,0.71410495000,-0.00514712460
ameE1:55:61:CB:91:61,E15561CB9161,1714119404081,null,null,0.64583445000,0.27040976000,0.71396550000,-0.00545564400
ameE1:55:61:CB:91:61,E15561CB9161,1714119404082,null,null,0.64580010000,0.27040560000,0.71399690000,-0.00562108200
ameE1:55:61:CB:91:61,E15561CB9161,1714119404123,null,null,0.64573750000,0.27014554000,0.71415200000,-0.00558690800
ameE1:55:61:CB:91:61,E15561CB9161,1714119404124,null,null,0.64563286000,0.26975366000,0.71439666000,-0.00534610500
ameE1:55:61:CB:91:61,E15561CB9161,1714119404125,null,null,0.64553350000,0.26941094000,0.71461815000,-0.00501308640
ameE1:55:61:CB:91:61,E15561CB9161,1714119404127,null,null,0.64548590000,0.26923640000,0.71472865000,-0.00477336600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404169,null,null,0.64553285000,0.26935413000,0.71464247000,-0.00468416000
ameE1:55:61:CB:91:61,E15561CB9161,1714119404258,null,null,0.64552350000,0.26936570000,0.71464620000,-0.00472204500
ameE1:55:61:CB:91:61,E15561CB9161,1714119404258,null,null,0.64562434000,0.26974430000,0.71441050000,-0.00499563100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404259,null,null,0.64572996000,0.27016532000,0.71415293000,-0.00538113850
ameE1:55:61:CB:91:61,E15561CB9161,1714119404259,null,null,0.64579105000,0.27039780000,0.71400740000,-0.00569967740
ameE1:55:61:CB:91:61,E15561CB9161,1714119404259,null,null,0.64579064000,0.27034380000,0.71402780000,-0.00574852670
ameE1:55:61:CB:91:61,E15561CB9161,1714119404303,null,null,0.64572160000,0.27005360000,0.71420130000,-0.00556574950
ameE1:55:61:CB:91:61,E15561CB9161,1714119404305,null,null,0.64562360000,0.26965890000,0.71444170000,-0.00522234000
ameE1:55:61:CB:91:61,E15561CB9161,1714119404306,null,null,0.64553815000,0.26933527000,0.71464340000,-0.00488854400
ameE1:55:61:CB:91:61,E15561CB9161,1714119404307,null,null,0.64551300000,0.26921007000,0.71471440000,-0.00472014600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404349,null,null,0.64555370000,0.26935390000,0.71462300000,-0.00478634470
ameE1:55:61:CB:91:61,E15561CB9161,1714119404350,null,null,0.64564234000,0.26969770000,0.71441126000,-0.00507333460
ameE1:55:61:CB:91:61,E15561CB9161,1714119404351,null,null,0.64572330000,0.27006018000,0.71419840000,-0.00542228440
ameE1:55:61:CB:91:61,E15561CB9161,1714119404352,null,null,0.64576966000,0.27024280000,0.71408550000,-0.00567186300
ameE1:55:61:CB:91:61,E15561CB9161,1714119404353,null,null,0.64576966000,0.27024280000,0.71408550000,-0.00567186300
ameE1:55:61:CB:91:61,E15561CB9161,1714119404393,null,null,0.64571090000,0.26998260000,0.71423864000,-0.00547433920
ameE1:55:61:CB:91:61,E15561CB9161,1714119404394,null,null,0.64563140000,0.26964260000,0.71444136000,-0.00517155040
ameE1:55:61:CB:91:61,E15561CB9161,1714119404395,null,null,0.64556760000,0.26939735000,0.71459320000,-0.00492082680
ameE1:55:61:CB:91:61,E15561CB9161,1714119404396,null,null,0.64554730000,0.26931915000,0.71464175000,-0.00481383830
ameE1:55:61:CB:91:61,E15561CB9161,1714119404438,null,null,0.64558150000,0.26946017000,0.71455723000,-0.00488888330
ameE1:55:61:CB:91:61,E15561CB9161,1714119404440,null,null,0.64565100000,0.26974120000,0.71438650000,-0.00512596800
ameE1:55:61:CB:91:61,E15561CB9161,1714119404441,null,null,0.64571726000,0.27002352000,0.71421800000,-0.00540122760
ameE1:55:61:CB:91:61,E15561CB9161,1714119404442,null,null,0.64575195000,0.27016170000,0.71413300000,-0.00558990600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404443,null,null,0.64575195000,0.27016170000,0.71413300000,-0.00558990600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404483,null,null,0.64569825000,0.26995350000,0.71426153000,-0.00542604270
ameE1:55:61:CB:91:61,E15561CB9161,1714119404509,null,null,0.64557700000,0.26954672000,0.71452800000,-0.00496245400
ameE1:55:61:CB:91:61,E15561CB9161,1714119404515,null,null,0.64560300000,0.26948440000,0.71452850000,-0.00489349000
ameE1:55:61:CB:91:61,E15561CB9161,1714119404528,null,null,0.64563630000,0.26960185000,0.71445360000,-0.00497444300
ameE1:55:61:CB:91:61,E15561CB9161,1714119404609,null,null,0.64569030000,0.26982040000,0.71432084000,-0.00518138600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404610,null,null,0.64573970000,0.26999915000,0.71420660000,-0.00542727800
ameE1:55:61:CB:91:61,E15561CB9161,1714119404610,null,null,0.64576185000,0.27009857000,0.71414800000,-0.00556189150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404611,null,null,0.64576185000,0.27009857000,0.71414800000,-0.00556189150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404611,null,null,0.64572537000,0.26997647000,0.71422850000,-0.00539288670
ameE1:55:61:CB:91:61,E15561CB9161,1714119404611,null,null,0.64568870000,0.26982218000,0.71432155000,-0.00518301600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404612,null,null,0.64566666000,0.26971948000,0.71438130000,-0.00504428150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404612,null,null,0.64566666000,0.26971948000,0.71438130000,-0.00504428150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404618,null,null,0.64568030000,0.26980454000,0.71433600000,-0.00515741400
ameE1:55:61:CB:91:61,E15561CB9161,1714119404618,null,null,0.64569960000,0.26992399000,0.71427226000,-0.00531636040
ameE1:55:61:CB:91:61,E15561CB9161,1714119404618,null,null,0.64570725000,0.27002350000,0.71422680000,-0.00544547100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404619,null,null,0.64570725000,0.27002350000,0.71422680000,-0.00544547100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404619,null,null,0.64568650000,0.26995885000,0.71427065000,-0.00535547270
ameE1:55:61:CB:91:61,E15561CB9161,1714119404664,null,null,0.64567080000,0.26986540000,0.71432114000,-0.00523085300
ameE1:55:61:CB:91:61,E15561CB9161,1714119404665,null,null,0.64570075000,0.26979363000,0.71432173000,-0.00515144550
ameE1:55:61:CB:91:61,E15561CB9161,1714119404666,null,null,0.64570075000,0.26979363000,0.71432173000,-0.00515144550
ameE1:55:61:CB:91:61,E15561CB9161,1714119404667,null,null,0.64571590000,0.26986380000,0.71428080000,-0.00524635000
ameE1:55:61:CB:91:61,E15561CB9161,1714119404708,null,null,0.64572220000,0.26997006000,0.71423390000,-0.00538354130
ameE1:55:61:CB:91:61,E15561CB9161,1714119404710,null,null,0.64569470000,0.27003592000,0.71423334000,-0.00545639900
ameE1:55:61:CB:91:61,E15561CB9161,1714119404711,null,null,0.64569470000,0.27003592000,0.71423334000,-0.00545639900
ameE1:55:61:CB:91:61,E15561CB9161,1714119404712,null,null,0.64569120000,0.26994450000,0.71427190000,-0.00533910330
ameE1:55:61:CB:91:61,E15561CB9161,1714119404713,null,null,0.64568050000,0.26986033000,0.71431420000,-0.00522819770
ameE1:55:61:CB:91:61,E15561CB9161,1714119404753,null,null,0.64568050000,0.26986033000,0.71431420000,-0.00522819770
ameE1:55:61:CB:91:61,E15561CB9161,1714119404755,null,null,0.64568050000,0.26986033000,0.71431420000,-0.00522819770
ameE1:55:61:CB:91:61,E15561CB9161,1714119404756,null,null,0.64570370000,0.26992920000,0.71426654000,-0.00532453650
ameE1:55:61:CB:91:61,E15561CB9161,1714119404757,null,null,0.64572240000,0.27001268000,0.71421725000,-0.00543760370
ameE1:55:61:CB:91:61,E15561CB9161,1714119404799,null,null,0.64570045000,0.27006516000,0.71421680000,-0.00549563700
ameE1:55:61:CB:91:61,E15561CB9161,1714119404801,null,null,0.64570045000,0.27006516000,0.71421680000,-0.00549563700
ameE1:55:61:CB:91:61,E15561CB9161,1714119404802,null,null,0.64567720000,0.27000100000,0.71426280000,-0.00540521830
ameE1:55:61:CB:91:61,E15561CB9161,1714119404803,null,null,0.64565825000,0.26992196000,0.71431060000,-0.00529764100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404804,null,null,0.64567690000,0.26987725000,0.71431094000,-0.00524819740
ameE1:55:61:CB:91:61,E15561CB9161,1714119404609,null,null,0.64569030000,0.26982040000,0.71432084000,-0.00518138600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404610,null,null,0.64573970000,0.26999915000,0.71420660000,-0.00542727800
ameE1:55:61:CB:91:61,E15561CB9161,1714119404610,null,null,0.64576185000,0.27009857000,0.71414800000,-0.00556189150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404611,null,null,0.64576185000,0.27009857000,0.71414800000,-0.00556189150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404611,null,null,0.64572537000,0.26997647000,0.71422850000,-0.00539288670
ameE1:55:61:CB:91:61,E15561CB9161,1714119404611,null,null,0.64568870000,0.26982218000,0.71432155000,-0.00518301600
ameE1:55:61:CB:91:61,E15561CB9161,1714119404612,null,null,0.64566666000,0.26971948000,0.71438130000,-0.00504428150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404612,null,null,0.64566666000,0.26971948000,0.71438130000,-0.00504428150
ameE1:55:61:CB:91:61,E15561CB9161,1714119404618,null,null,0.64568030000,0.26980454000,0.71433600000,-0.00515741400
ameE1:55:61:CB:91:61,E15561CB9161,1714119404618,null,null,0.64569960000,0.26992399000,0.71427226000,-0.00531636040
ameE1:55:61:CB:91:61,E15561CB9161,1714119404618,null,null,0.64570725000,0.27002350000,0.71422680000,-0.00544547100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404619,null,null,0.64570725000,0.27002350000,0.71422680000,-0.00544547100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404619,null,null,0.64568650000,0.26995885000,0.71427065000,-0.00535547270
ameE1:55:61:CB:91:61,E15561CB9161,1714119404664,null,null,0.64567080000,0.26986540000,0.71432114000,-0.00523085300
ameE1:55:61:CB:91:61,E15561CB9161,1714119404665,null,null,0.64570075000,0.26979363000,0.71432173000,-0.00515144550
ameE1:55:61:CB:91:61,E15561CB9161,1714119404666,null,null,0.64570075000,0.26979363000,0.71432173000,-0.00515144550
ameE1:55:61:CB:91:61,E15561CB9161,1714119404667,null,null,0.64571590000,0.26986380000,0.71428080000,-0.00524635000
ameE1:55:61:CB:91:61,E15561CB9161,1714119404708,null,null,0.64572220000,0.26997006000,0.71423390000,-0.00538354130
ameE1:55:61:CB:91:61,E15561CB9161,1714119404710,null,null,0.64569470000,0.27003592000,0.71423334000,-0.00545639900
ameE1:55:61:CB:91:61,E15561CB9161,1714119404711,null,null,0.64569470000,0.27003592000,0.71423334000,-0.00545639900
ameE1:55:61:CB:91:61,E15561CB9161,1714119404712,null,null,0.64569120000,0.26994450000,0.71427190000,-0.00533910330
ameE1:55:61:CB:91:61,E15561CB9161,1714119404713,null,null,0.64568050000,0.26986033000,0.71431420000,-0.00522819770
ameE1:55:61:CB:91:61,E15561CB9161,1714119404753,null,null,0.64568050000,0.26986033000,0.71431420000,-0.00522819770
ameE1:55:61:CB:91:61,E15561CB9161,1714119404755,null,null,0.64568050000,0.26986033000,0.71431420000,-0.00522819770
ameE1:55:61:CB:91:61,E15561CB9161,1714119404756,null,null,0.64570370000,0.26992920000,0.71426654000,-0.00532453650
ameE1:55:61:CB:91:61,E15561CB9161,1714119404757,null,null,0.64572240000,0.27001268000,0.71421725000,-0.00543760370
ameE1:55:61:CB:91:61,E15561CB9161,1714119404799,null,null,0.64570045000,0.27006516000,0.71421680000,-0.00549563700
ameE1:55:61:CB:91:61,E15561CB9161,1714119404801,null,null,0.64570045000,0.27006516000,0.71421680000,-0.00549563700
ameE1:55:61:CB:91:61,E15561CB9161,1714119404802,null,null,0.64567720000,0.27000100000,0.71426280000,-0.00540521830
ameE1:55:61:CB:91:61,E15561CB9161,1714119404803,null,null,0.64565825000,0.26992196000,0.71431060000,-0.00529764100
ameE1:55:61:CB:91:61,E15561CB9161,1714119404804,null,null,0.64567690000,0.26987725000,0.71431094000,-0.00524819740
ameE1:55:61:CB:91:61,E15561CB9161,1714119404843,null,null,0.64567690000,0.26987725000,0.71431094000,-0.00524819740
ameE1:55:61:CB:91:61,E15561CB9161,1714119404855,null,null,0.64568830000,0.26994200000,0.71427554000,-0.00533468840
ameE1:55:61:CB:91:61,E15561CB9161,1714119404863,null,null,0.64569986000,0.27001178000,0.71423800000,-0.00542768650
ameE1:55:61:CB:91:61,E15561CB9161,1714119404870,null,null,0.64568100000,0.27005684000,0.71423763000,-0.00547751800
ameE1:55:61:CB:91:61,E15561CB9161,1714119404893,null,null,0.64568100000,0.27005684000,0.71423763000,-0.00547751800
ameE1:55:61:CB:91:61,E15561CB9161,1714119404978,null,null,0.64571920000,0.26996565000,0.71423840000,-0.00537664160
ameE1:55:61:CB:91:61,E15561CB9161,1714119404979,null,null,0.64573675000,0.26992354000,0.71423876000,-0.00533005640
ameE1:55:61:CB:91:61,E15561CB9161,1714119404979,null,null,0.64573675000,0.26992354000,0.71423876000,-0.00533005640
